신청날짜,사업장,품목코드,품목,수량,단가,금액
2019-05-18,광주,MF1-528,P/Z O-RING,6,38000 ,228000 
2019-04-06,광주,MF3-781,윤활유,36,2000000 ,72000000 
2019-01-03,광주,MF3-095,LIFTER PIN SET,23,180000 ,4140000 
2019-02-11,광주,MF6-893,화장지,21,4700 ,98700 
2019-09-13,광주,MF6-133,비닐,41,15500 ,635500 
2019-10-11,광주,MF9-201,안전장비D,38,21000 ,798000 
2019-12-06,광주,MF5-379,GAUGE,11,15000 ,165000 
2019-12-23,광주,MF9-214,파일/바인더류,39,2500 ,97500 
2019-04-30,광주,MF2-524,목재,37,6700 ,247900 
2019-11-23,광주,MF5-094,POWER SUPPLY,6,60000 ,360000 
2019-05-02,광주,MF9-283,PACKING PARTS,19,260000 ,4940000 
2019-02-12,광주,MF1-958,INSULATION TAPE,10,27000 ,270000 
2019-08-03,광주,MF9-851,종이컵,2,6000 ,12000 
2019-11-10,광주,MF3-031,ONE-TOUCH FITTING,48,59000 ,2832000 
2019-07-22,광주,MF1-914,작업복B,17,33000 ,561000 
2019-11-07,광주,MF5-919,PILOT PUNCH,33,380000 ,12540000 
2019-02-10,광주,MF8-641,오일주입기,15,33000 ,495000 
2019-09-17,광주,MF6-753,GUIDE BUSHING,48,25000 ,1200000 
2019-06-02,광주,MF5-828,RELAY SWITCH,40,13000 ,520000 
2019-04-22,광주,MF6-077,PAPER,21,39000 ,819000 
2019-03-04,광주,MF7-378,PRESS 타발유,2,5700000 ,11400000 
2019-06-10,광주,MF9-436,줄자,14,5000 ,70000 
2019-06-24,광주,MF2-281,PRESS 타발유,4,5700000 ,22800000 
2019-02-20,광주,MF2-943,O-RING,43,46000 ,1978000 
2019-04-05,광주,MF5-108,불화카리,35,83000 ,2905000 
2019-09-18,광주,MF9-282,청소용구A,15,13000 ,195000 
2019-05-30,광주,MF2-857,AIR CYLINDER,25,56000 ,1400000 
2019-03-09,광주,MF9-683,백관,47,56000 ,2632000 
2019-09-10,광주,MF2-645,HOOK,9,170000 ,1530000 
2019-03-11,광주,MF4-053,작업용장갑,39,4000 ,156000 
2019-09-27,광주,MF5-955,GUIDE POST,4,340000 ,1360000 
2019-01-28,광주,MF4-817,액체질소,47,2000 ,94000 
2019-11-28,광주,MF8-350,백관,29,56000 ,1624000 
2019-06-11,광주,MF7-749,배관자재,19,3000 ,57000 
2019-09-30,광주,MF7-211,MAGNET SWITCH,7,890000 ,6230000 
2019-01-16,광주,MF9-566,AIR MODULAR UNIT,49,78000 ,3822000 
2019-09-12,광주,MF7-661,PUSH BUTTON S/W,17,15000 ,255000 
2019-05-04,광주,MF6-130,HYDRAULIC HOSE,14,27000 ,378000 
2019-11-09,광주,MF4-366,FUSE,27,2000 ,54000 
2019-02-04,광주,MF3-159,ANGLE,28,32000 ,896000 
2019-01-18,광주,MF6-521,GUIDE POST,21,340000 ,7140000 
2019-07-04,광주,MF4-145,PILOT PUNCH,50,380000 ,19000000 
2019-12-12,광주,MF8-664,AIR CYLIDER 부품,30,45000 ,1350000 
2019-07-17,광주,MF4-453,각관,4,230000 ,920000 
2019-10-28,광주,MF1-901,END MILL,43,170000 ,7310000 
2019-12-25,광주,MF5-629,AIR CYLINDER,24,56000 ,1344000 
2019-03-25,광주,MF1-179,비닐,48,15500 ,744000 
2019-01-07,광주,MF4-192,황사마스크,19,8000 ,152000 
2019-08-02,광주,MF1-447,강관조관유,30,330000 ,9900000 
2019-05-29,광주,MF4-759,DOWEL PIN,9,430000 ,3870000 
2019-08-30,광주,MF8-081,붓,34,3000 ,102000 
2019-05-26,광주,MF2-088,ONE-TOUCH FITTING,29,59000 ,1711000 
2019-02-18,광주,MF3-693,GUIDE BUSHING,22,25000 ,550000 
2019-07-28,광주,MF5-720,비닐,31,15500 ,480500 
2019-03-25,광주,MF5-343,철직자,28,1000 ,28000 
2019-02-28,광주,MF7-119,GAUGE,7,15000 ,105000 
2019-12-14,광주,MF2-242,수용성세척액,49,30000 ,1470000 
2019-05-14,광주,MF3-719,GUIDE BUSHING,28,25000 ,700000 
2019-09-22,광주,MF6-118,OPP TAPE,31,26000 ,806000 
2019-09-01,광주,MF8-219,전산용품,29,55000 ,1595000 
2019-07-08,광주,MF5-548,LPG가스,23,210000 ,4830000 
2019-11-05,광주,MF8-907,BRUSH,41,3000 ,123000 
2019-01-27,광주,MF4-408,ANGLE,14,32000 ,448000 
2019-03-19,광주,MF3-354,PLASTIC BOX,17,20000 ,340000 
2019-07-18,광주,MF1-017,LIMIT SWITCH,21,74000 ,1554000 
2019-01-29,광주,MF2-471,C2H2(아세틸렌),7,14000 ,98000 
2019-11-14,광주,MF5-535,드라이바,24,8000 ,192000 
2019-06-30,광주,MF2-291,GUIDE BUSHING,12,25000 ,300000 
2019-05-14,광주,MF9-176,백관,45,56000 ,2520000 
2019-08-19,광주,MF3-856,S45C(봉),2,45000 ,90000 
2019-07-10,광주,MF6-018,AIR COUPLER,31,30000 ,930000 
2019-11-24,광주,MF5-420,PAPER,41,39000 ,1599000 
2019-12-13,광주,MF5-673,LIFTER PIN SET,24,180000 ,4320000 
2019-02-25,광주,MF6-683,액체질소,43,2000 ,86000 
2019-12-12,광주,MF3-254,END MILL,50,170000 ,8500000 
2019-05-15,광주,MF5-378,BALL VALVE,38,25000 ,950000 
2019-07-25,광주,MF5-778,붓,45,3000 ,135000 
2019-01-30,광주,MF1-379,지류,4,15000 ,60000 
2019-05-27,광주,MF1-852,MICRO METER,24,120000 ,2880000 
2019-01-17,광주,MF2-922,S45C(봉),32,45000 ,1440000 
2019-12-20,광주,MF3-994,BUTTOM DIE,14,42000 ,588000 
2019-12-23,광주,MF1-603,경유,28,80000 ,2240000 
2019-08-23,광주,MF9-474,DRAWING OIL,31,67000 ,2077000 
2019-08-04,광주,MF2-007,BRACKER SWITCH,26,10000 ,260000 
2019-02-15,광주,MF8-963,기체질소,46,6800 ,312800 
2019-10-04,광주,MF7-675,Chain,49,34000 ,1666000 
2019-05-07,광주,MF4-210,탄화수소세척액,2,33000 ,66000 
2019-06-07,광주,MF6-515,OPP TAPE,19,26000 ,494000 
2019-07-14,광주,MF6-495,커터기,24,7000 ,168000 
2019-05-27,광주,MF7-783,GUIDE POST,9,340000 ,3060000 
2019-05-04,광주,MF9-957,MICRO METER,4,120000 ,480000 
2019-02-22,광주,MF3-729,전산용품,10,55000 ,550000 
2019-12-12,광주,MF8-680,소모품,10,2200 ,22000 
2019-10-03,광주,MF6-711,AIR CYLIDER 부품,7,45000 ,315000 
2019-12-16,광주,MF4-136,MAGNET SWITCH,29,890000 ,25810000 
2019-09-14,광주,MF2-627,일반사무용품류,38,2100 ,79800 
2019-02-28,광주,MF6-775,GUIDE BUSHING,3,25000 ,75000 
2019-09-08,광주,MF4-894,작업용장갑,37,4000 ,148000 
2019-05-01,광주,MF2-312,전선(동력선),24,9500 ,228000 
2019-10-23,광주,MF7-584,안전장비E,8,50000 ,400000 
2019-09-13,광주,MF9-477,각관,39,230000 ,8970000 
2019-06-14,광주,MF3-383,DOWEL PIN,41,430000 ,17630000 
2019-10-01,광주,MF5-997,가공유,14,500000 ,7000000 
2019-03-27,광주,MF8-191,GRIND STONE,35,240000 ,8400000 
2019-04-20,광주,MF7-167,청소용구B,13,22000 ,286000 
2019-10-26,광주,MF9-232,RELAY SWITCH,50,13000 ,650000 
2019-04-10,광주,MF5-275,RELAY SWITCH,34,13000 ,442000 
2019-10-24,광주,MF5-376,청소용구D,8,41000 ,328000 
2019-01-23,광주,MF5-950,S45C봉,1,70000 ,70000 
2019-07-30,광주,MF4-341,붕산,50,7000 ,350000 
2019-06-13,광주,MF1-008,PAPER BRSH,46,40000 ,1840000 
2019-03-11,광주,MF3-280,니쁠,21,5000 ,105000 
2019-03-13,광주,MF1-809,작업복B,19,33000 ,627000 
2019-07-23,광주,MF1-909,붕산,11,7000 ,77000 
2019-03-02,광주,MF4-240,HYDRAULIC HOSE,18,27000 ,486000 
2019-09-30,광주,MF5-506,BEARING,26,75000 ,1950000 
2019-01-18,광주,MF5-251,청소용구B,14,22000 ,308000 
2019-05-15,광주,MF1-033,AIR BOX,44,220000 ,9680000 
2019-08-10,광주,MF4-510,NUT,33,15000 ,495000 
2019-08-11,광주,MF9-766,PRESS 타발유,22,5700000 ,125400000 
2019-06-22,광주,MF3-526,RECEPTACLE,45,10000 ,450000 
2019-08-24,광주,MF4-767,안전장비E,9,50000 ,450000 
2019-03-06,광주,MF5-535,안전장비A,30,76800 ,2304000 
2019-05-07,광주,MF4-693,PLUG,48,3000 ,144000 
2019-07-20,광주,MF6-478,LINE TAPE,42,30000 ,1260000 
2019-10-23,광주,MF7-908,철물,6,7000 ,42000 
2019-09-23,광주,MF2-661,DRILL,21,15000 ,315000 
2019-04-04,광주,MF6-644,안전장비A,43,76800 ,3302400 
2019-06-23,광주,MF5-308,MICRO METER,27,120000 ,3240000 
2019-02-14,광주,MF6-779,MOTOR,22,30000 ,660000 
2019-10-04,광주,MF6-260,FUSE,28,2000 ,56000 
2019-03-28,광주,MF6-233,MAGNET SWITCH,6,890000 ,5340000 
2019-10-06,광주,MF1-696,DIAL GAUGE,29,130000 ,3770000 
2019-04-17,광주,MF8-216,각관,45,230000 ,10350000 
2019-03-25,광주,MF7-991,백관,49,56000 ,2744000 
2019-09-04,광주,MF8-402,AIR CYLINDER,36,56000 ,2016000 
2019-01-15,광주,MF6-478,PLASMA W/D PARTS,43,5000 ,215000 
2019-06-10,광주,MF6-800,면장갑(10set),27,8000 ,216000 
2019-10-16,광주,MF3-598,가공유,6,500000 ,3000000 
2019-08-01,광주,MF1-904,P/Z O-RING,24,38000 ,912000 
2019-05-11,광주,MF7-521,작업복A,26,45000 ,1170000 
2019-07-26,광주,MF7-544,ONE-TOUCH FITTING,2,59000 ,118000 
2019-11-28,광주,MF9-367,PACKING PARTS,26,260000 ,6760000 
2019-12-30,광주,MF3-488,안전장비,23,290000 ,6670000 
2019-10-22,광주,MF9-475,절연판,20,45000 ,900000 
2019-02-09,광주,MF4-503,MICRO METER,1,120000 ,120000 
2019-07-19,광주,MF6-692,PAPER BRSH,9,40000 ,360000 
2019-04-08,광주,MF3-997,청소용구D,18,41000 ,738000 
2019-11-19,광주,MF1-076,줄자,44,5000 ,220000 
2019-04-23,광주,MF5-061,강관방청유(외측),34,860000 ,29240000 
2019-06-21,광주,MF3-667,니쁠,23,5000 ,115000 
2019-06-21,광주,MF5-774,S45C(봉),6,45000 ,270000 
2019-05-22,광주,MF1-540,윤활유,10,2000000 ,20000000 
2019-08-08,광주,MF3-312,스폰지,35,55000 ,1925000 
2019-12-06,광주,MF1-935,줄자,50,5000 ,250000 
2019-05-13,광주,MF9-340,FUSE,38,2000 ,76000 
2019-08-12,광주,MF9-239,MOTOR,30,30000 ,900000 
2019-11-21,광주,MF7-663,구리스,12,330000 ,3960000 
2019-10-09,광주,MF7-358,드라이바,47,8000 ,376000 
2019-05-10,광주,MF6-068,BUTTOM DIE,25,42000 ,1050000 
2019-09-11,광주,MF5-716,드라이바,1,8000 ,8000 
2019-09-01,광주,MF6-775,비닐,24,15500 ,372000 
2019-03-24,광주,MF3-067,AIR CYLINDER,50,56000 ,2800000 
2019-12-24,광주,MF4-021,BEARING,20,75000 ,1500000 
2019-10-25,광주,MF9-494,PACKING PARTS,22,260000 ,5720000 
2019-09-15,광주,MF5-169,MAGNET SWITCH,14,890000 ,12460000 
2019-11-25,광주,MF9-196,청소용구E,14,52000 ,728000 
2019-01-06,광주,MF1-752,ANGLE,28,32000 ,896000 
2019-09-28,광주,MF5-637,작업복,6,1300000 ,7800000 
2019-10-01,광주,MF3-224,작업용장갑,31,4000 ,124000 
2019-05-09,광주,MF3-650,FUSE,7,2000 ,14000 
2019-03-25,광주,MF8-265,니쁠,23,5000 ,115000 
2019-01-14,광주,MF6-915,전선(동력선),4,9500 ,38000 
2019-08-03,광주,MF7-649,GUIDE POST,18,340000 ,6120000 
2019-02-16,광주,MF2-924,Pipe,17,530000 ,9010000 
2019-12-18,광주,MF7-152,CABLE TIE,15,10000 ,150000 
2019-11-30,광주,MF4-642,인쇄물,48,4700 ,225600 
2019-12-14,광주,MF7-611,공업용장갑,14,6500 ,91000 
2019-04-09,광주,MF1-392,작업용장갑,29,4000 ,116000 
2019-04-07,광주,MF4-406,브레이크액,47,50000 ,2350000 
2019-03-01,광주,MF7-759,GUIDE BUSHING,5,25000 ,125000 
2019-01-23,광주,MF2-548,RELAY SWITCH,43,13000 ,559000 
2019-03-21,광주,MF3-106,건전지,8,2400 ,19200 
2019-08-15,광주,MF8-983,PLUG,40,3000 ,120000 
2019-12-11,광주,MF9-837,니쁠,42,5000 ,210000 
2019-04-16,광주,MF9-778,INSULATION TAPE,24,27000 ,648000 
2019-12-11,광주,MF9-795,PIPE PACKING PARTS,21,2300000 ,48300000 
2019-03-22,광주,MF3-302,커터기,39,7000 ,273000 
2019-07-05,광주,MF6-555,PACKING PARTS,6,260000 ,1560000 
2019-12-22,광주,MF5-570,화장지,47,4700 ,220900 
2019-11-10,광주,MF3-837,와샤,16,60000 ,960000 
2019-07-05,광주,MF8-246,LPG가스,46,210000 ,9660000 
2019-08-09,광주,MF8-416,드라이바,18,8000 ,144000 
2019-10-22,광주,MF7-387,붕산,21,7000 ,147000 
2019-02-27,광주,MF2-925,Pipe,35,530000 ,18550000 
2019-06-03,광주,MF3-384,황사마스크,40,8000 ,320000 
2019-11-30,광주,MF9-852,지류,17,15000 ,255000 
2019-03-06,광주,MF7-430,실리콘,40,150000 ,6000000 
2019-12-21,광주,MF9-286,MOTOR,32,30000 ,960000 
2019-04-26,광주,MF8-839,PLUG,12,3000 ,36000 
2019-06-20,광주,MF2-954,화장지,50,4700 ,235000 
2019-09-30,광주,MF9-615,HOLE CUTTER,24,15000 ,360000 
2019-08-16,광주,MF2-848,기체질소,23,6800 ,156400 
2019-09-27,광주,MF8-174,Pipe,7,530000 ,3710000 
2019-07-04,광주,MF2-269,AIR COUPLER,4,30000 ,120000 
2019-08-19,광주,MF7-815,윤활유,24,2000000 ,48000000 
2019-05-24,광주,MF1-307,절연판,30,45000 ,1350000 
2019-03-15,광주,MF5-335,HOOK,35,170000 ,5950000 
2019-03-09,광주,MF6-419,MOLD SPRING,15,30000 ,450000 
2019-03-27,광주,MF1-348,DRAWING OIL,36,67000 ,2412000 
2019-04-25,광주,MF3-564,청소용구,31,8000 ,248000 
2019-09-04,광주,MF8-612,종이컵,1,6000 ,6000 
2019-06-28,광주,MF4-686,PUSH BUTTON S/W,3,15000 ,45000 
2019-10-10,광주,MF9-283,절연판,38,45000 ,1710000 
2019-11-15,광주,MF4-289,LINE TAPE,1,30000 ,30000 
2019-11-07,광주,MF7-491,S45C(판재),13,200000 ,2600000 
2019-09-21,광주,MF4-499,O-RING,34,46000 ,1564000 
2019-10-01,광주,MF7-052,HISS PIN,40,97000 ,3880000 
2019-02-27,광주,MF7-702,P/Z O-RING,24,38000 ,912000 
2019-06-17,광주,MF4-533,PAINT,1,77000 ,77000 
2019-04-17,광주,MF2-296,작업용장갑,34,4000 ,136000 
2019-05-19,광주,MF9-482,비닐,12,15500 ,186000 
2019-01-11,광주,MF7-545,PILOT PUNCH,38,380000 ,14440000 
2019-05-17,광주,MF2-377,AL TAPE,29,15000 ,435000 
2019-09-11,광주,MF4-778,LPG가스,25,210000 ,5250000 
2019-02-25,광주,MF6-116,INSULATION TAPE,49,27000 ,1323000 
2019-09-16,광주,MF3-019,안전장비A,19,76800 ,1459200 
2019-11-22,광주,MF7-920,공업용장갑,41,6500 ,266500 
2019-07-22,광주,MF7-191,작업복,5,1300000 ,6500000 
2019-02-19,광주,MF5-370,지류,44,15000 ,660000 
2019-10-11,광주,MF2-236,공업용장갑,36,6500 ,234000 
2019-06-06,광주,MF2-443,각관,11,230000 ,2530000 
2019-04-09,광주,MF1-167,전산용품,5,55000 ,275000 
2019-11-28,광주,MF4-792,PLASMA W/D PARTS,38,5000 ,190000 
2019-02-05,광주,MF3-328,LIMIT SWITCH,25,74000 ,1850000 
2019-05-29,광주,MF7-781,BUTTOM DIE,34,42000 ,1428000 
2019-05-22,광주,MF7-565,ANGLE,41,32000 ,1312000 
2019-09-18,광주,MF2-739,백관,31,56000 ,1736000 
2019-04-03,광주,MF6-203,AIR MODULAR UNIT,50,78000 ,3900000 
2019-11-04,광주,MF5-309,GUIDE POST,10,340000 ,3400000 
2019-06-29,광주,MF8-487,배관자재,20,3000 ,60000 
2019-12-08,광주,MF5-093,안전장비,12,290000 ,3480000 
2019-09-29,광주,MF5-769,마크펜,35,3000 ,105000 
2019-03-09,광주,MF6-165,LM BEARING,43,24000 ,1032000 
2019-12-30,광주,MF3-705,AIR MODULAR UNIT,29,78000 ,2262000 
2019-02-15,광주,MF6-040,면장갑,48,800 ,38400 
2019-09-07,광주,MF8-464,경유,26,80000 ,2080000 
2019-09-28,광주,MF3-716,안전장비D,46,21000 ,966000 
2019-06-04,광주,MF6-002,PAPER BRSH,17,40000 ,680000 
2019-06-04,광주,MF1-698,LPG가스,37,210000 ,7770000 
2019-05-17,광주,MF4-046,가공유,38,500000 ,19000000 
2019-09-23,광주,MF8-833,MAGNET SWITCH,6,890000 ,5340000 
2019-07-08,광주,MF9-579,일반사무용품류,42,2100 ,88200 
2019-09-12,광주,MF4-502,작업용장갑,9,4000 ,36000 
2019-11-10,광주,MF4-324,윤활유,46,2000000 ,92000000 
2019-03-01,광주,MF4-204,LM BEARING,33,24000 ,792000 
2019-01-09,광주,MF1-114,RECEPTACLE,38,10000 ,380000 
2019-05-25,광주,MF4-253,GUIDE PIN,45,35000 ,1575000 
2019-10-09,광주,MF5-352,안전장비A,35,76800 ,2688000 
2019-10-02,광주,MF8-205,의료품,27,2500000 ,67500000 
2019-03-08,광주,MF8-631,접착제,9,20000 ,180000 
2019-01-10,광주,MF8-923,일반사무용품류,2,2100 ,4200 
2019-10-01,광주,MF7-634,지류,11,15000 ,165000 
2019-08-12,광주,MF6-235,BOLT,15,3000 ,45000 
2019-01-08,광주,MF9-600,PACKING PARTS,50,260000 ,13000000 
2019-03-13,광주,MF4-563,ONE-TOUCH FITTING,16,59000 ,944000 
2019-10-28,광주,MF2-309,에어건,41,20000 ,820000 
2019-09-26,광주,MF5-807,DIAL GAUGE,19,130000 ,2470000 
2019-07-14,광주,MF5-359,LOCATION PIN,41,790000 ,32390000 
2019-01-02,광주,MF1-578,GUIDE PIN,1,35000 ,35000 
2019-02-02,광주,MF4-159,DIAL GAUGE,8,130000 ,1040000 
2019-01-22,광주,MF9-767,구리스,18,330000 ,5940000 
2019-08-14,광주,MF1-613,가공유,19,500000 ,9500000 
2019-03-09,광주,MF4-437,LPG가스,22,210000 ,4620000 
2019-05-01,광주,MF9-064,GUIDE PIN,16,35000 ,560000 
2019-09-04,광주,MF2-166,END MILL,22,170000 ,3740000 
2019-08-21,광주,MF3-061,기체질소,45,6800 ,306000 
2019-10-18,광주,MF8-170,BITE,13,86000 ,1118000 
2019-03-04,광주,MF7-602,P/Z O-RING,26,38000 ,988000 
2019-08-18,광주,MF5-564,붓,3,3000 ,9000 
2019-09-04,광주,MF2-483,안전장비B,40,25000 ,1000000 
2019-04-29,광주,MF6-238,불화카리,37,83000 ,3071000 
2019-12-11,광주,MF8-312,지류,47,15000 ,705000 
2019-08-02,광주,MF6-970,마크펜,25,3000 ,75000 
2019-11-07,광주,MF2-381,화장지,6,4700 ,28200 
2019-03-22,광주,MF7-304,LIGHING LAMP,1,33000 ,33000 
2019-09-28,광주,MF9-849,철사,29,20000 ,580000 
2019-07-18,광주,MF2-376,COUNTER DRILL,43,170000 ,7310000 
2019-07-21,광주,MF4-905,HOOK,5,170000 ,850000 
2019-04-17,광주,MF8-665,ELECTRIC TOOL,20,16000 ,320000 
2019-03-26,광주,MF3-874,비닐,27,15500 ,418500 
2019-03-23,광주,MF8-460,종이컵,7,6000 ,42000 
2019-02-27,광주,MF7-861,브레이크액,29,50000 ,1450000 
2019-09-17,광주,MF5-677,PLASMA W/D PARTS,46,5000 ,230000 
2019-05-30,광주,MF6-318,건전지,19,2400 ,45600 
2019-12-02,광주,MF1-025,DIAL GAUGE,42,130000 ,5460000 
2019-03-18,광주,MF1-524,LIGHING LAMP,2,33000 ,66000 
2019-02-10,광주,MF6-448,BRACKER SWITCH,3,10000 ,30000 
2019-05-08,광주,MF9-883,청소용구B,29,22000 ,638000 
2019-07-01,광주,MF3-979,강관방청유(내측),9,540000 ,4860000 
2019-04-26,광주,MF1-165,수용성세척액,26,30000 ,780000 
2019-02-14,광주,MF1-759,LIMIT SWITCH,3,74000 ,222000 
2019-12-06,광주,MF6-075,ELECTRIC TOOL,19,16000 ,304000 
2019-04-26,광주,MF9-879,철직자,31,1000 ,31000 
2019-07-05,광주,MF9-515,INSULATION TAPE,1,27000 ,27000 
2019-06-11,광주,MF8-194,BALL VALVE,12,25000 ,300000 
2019-05-02,광주,MF6-007,면장갑,2,800 ,1600 
2019-02-22,광주,MF9-435,작업복,32,1300000 ,41600000 
2019-06-07,광주,MF4-225,GUIDE POST,19,340000 ,6460000 
2019-04-06,광주,MF9-973,BALL VALVE,8,25000 ,200000 
2019-08-10,광주,MF7-657,일반마스크,4,6000 ,24000 
2019-09-29,광주,MF8-960,접착제,9,20000 ,180000 
2019-08-07,광주,MF6-738,공업용장갑,19,6500 ,123500 
2019-01-14,광주,MF2-867,PIPE PACKING PARTS,47,2300000 ,108100000 
2019-02-21,광주,MF2-995,MOTOR,31,30000 ,930000 
2019-10-11,광주,MF7-857,전산용품,50,55000 ,2750000 
2019-11-29,광주,MF5-941,INSERT TIP,18,30000 ,540000 
2019-04-03,광주,MF7-746,비닐,17,15500 ,263500 
2019-03-19,광주,MF2-881,안전장비B,11,25000 ,275000 
2019-05-01,광주,MF1-699,RELAY SWITCH,34,13000 ,442000 
2019-11-24,광주,MF7-059,PHOTO SENSOR,11,600000 ,6600000 
2019-02-02,광주,MF3-383,END MILL,1,170000 ,170000 
2019-02-07,광주,MF4-180,전선(동력선),29,9500 ,275500 
2019-07-19,광주,MF3-329,와샤,2,60000 ,120000 
2019-05-04,광주,MF9-815,Chain,47,34000 ,1598000 
2019-02-21,광주,MF5-382,COIL SPRING,11,200000 ,2200000 
2019-04-23,광주,MF4-847,용접장갑,31,38000 ,1178000 
2019-04-17,광주,MF4-467,철물,33,7000 ,231000 
2019-11-01,광주,MF2-518,소모품,24,2200 ,52800 
2019-08-05,광주,MF2-767,MAGNET SWITCH,2,890000 ,1780000 
2019-04-04,광주,MF8-815,LIGHING LAMP,19,33000 ,627000 
2019-07-28,광주,MF7-724,AIR MODULAR UNIT,45,78000 ,3510000 
2019-03-22,광주,MF5-743,PRESS 타발유,28,5700000 ,159600000 
2019-05-24,광주,MF5-720,BALL RETAINERS,23,34000 ,782000 
2019-07-08,광주,MF5-016,COIL SPRING,21,200000 ,4200000 
2019-09-20,광주,MF1-145,가공유,14,500000 ,7000000 
2019-10-22,광주,MF4-150,방진마스크,16,7000 ,112000 
2019-10-22,광주,MF4-076,스폰지,46,55000 ,2530000 
2019-10-29,광주,MF3-319,GUIDE POST,1,340000 ,340000 
2019-10-17,광주,MF4-886,HYDRAULIC HOSE,27,27000 ,729000 
2019-10-25,광주,MF6-278,C2H2(아세틸렌),11,14000 ,154000 
2019-11-02,광주,MF7-031,윤활유,39,2000000 ,78000000 
2019-06-02,광주,MF1-067,GUIDE PIN,34,35000 ,1190000 
2019-06-27,광주,MF7-332,작업용장갑,5,4000 ,20000 
2019-02-28,광주,MF5-346,GUIDE PIN,17,35000 ,595000 
2019-01-01,광주,MF4-941,배관자재,25,3000 ,75000 
2019-12-23,광주,MF7-921,HISS PIN,49,97000 ,4753000 
2019-04-20,광주,MF6-236,용접장갑,4,38000 ,152000 
2019-11-14,광주,MF2-064,오일주입기,14,33000 ,462000 
2019-08-14,광주,MF2-787,PLUG,32,3000 ,96000 
2019-11-24,광주,MF1-453,DRAWING OIL,46,67000 ,3082000 
2019-06-16,광주,MF9-866,AIR CYLIDER 부품,50,45000 ,2250000 
2019-02-28,광주,MF1-855,안전장비D,11,21000 ,231000 
2019-03-24,광주,MF9-441,실리콘,46,150000 ,6900000 
2019-02-06,광주,MF9-507,인쇄물,9,4700 ,42300 
2019-10-09,광주,MF4-603,S45C(봉),4,45000 ,180000 
2019-03-01,광주,MF4-780,수용성세척액,5,30000 ,150000 
2019-05-01,광주,MF2-812,MOTOR,27,30000 ,810000 
2019-03-26,광주,MF8-210,안전장비E,27,50000 ,1350000 
2019-07-04,광주,MF2-804,안전장비D,2,21000 ,42000 
2019-08-02,광주,MF7-694,DOWEL PIN,12,430000 ,5160000 
2019-07-05,광주,MF8-631,PLUG,28,3000 ,84000 
2019-05-15,광주,MF6-984,PHOTO SENSOR,18,600000 ,10800000 
2019-09-27,광주,MF9-260,실리콘,35,150000 ,5250000 
2019-07-13,광주,MF7-198,철사,23,20000 ,460000 
2019-09-27,광주,MF4-414,일반사무용품류,46,2100 ,96600 
2019-10-15,광주,MF3-566,MOLD SPRING,28,30000 ,840000 
2019-01-17,광주,MF5-661,청소용구B,28,22000 ,616000 
2019-05-18,광주,MF7-575,방진마스크,25,7000 ,175000 
2019-09-15,광주,MF9-530,AIR CYLINDER,41,56000 ,2296000 
2019-09-01,광주,MF6-166,PACKING PARTS,33,260000 ,8580000 
2019-07-23,광주,MF4-703,S45C봉,15,70000 ,1050000 
2019-04-10,광주,MF9-232,AIR CYLINDER,46,56000 ,2576000 
2019-09-25,광주,MF6-573,DRAWING OIL,18,67000 ,1206000 
2019-07-20,광주,MF2-595,ONE-TOUCH FITTING,1,59000 ,59000 
2019-05-13,광주,MF3-761,구리스,23,330000 ,7590000 
2019-08-19,광주,MF4-484,FLEXIBLE(전선관),27,57000 ,1539000 
2019-03-12,광주,MF4-186,안전장비,9,290000 ,2610000 
2019-06-10,광주,MF1-106,PHOTO SENSOR,48,600000 ,28800000 
2019-01-09,광주,MF8-285,청소용구E,12,52000 ,624000 
2019-08-18,광주,MF1-667,MAGNET SWITCH,12,890000 ,10680000 
2019-11-10,광주,MF8-282,LOCATION PIN,22,790000 ,17380000 
2019-11-29,광주,MF9-521,BUTTOM DIE,35,42000 ,1470000 
2019-12-23,광주,MF2-486,INSULATION TAPE,45,27000 ,1215000 
2019-07-22,광주,MF6-206,PACKING PARTS,7,260000 ,1820000 
2019-08-19,광주,MF6-150,COIL SPRING,49,200000 ,9800000 
2019-08-09,광주,MF8-603,P/Z O-RING,21,38000 ,798000 
2019-02-11,광주,MF4-308,화장지,17,4700 ,79900 
2019-08-10,광주,MF3-839,작업용장갑,37,4000 ,148000 
2019-09-10,광주,MF2-308,절연판,18,45000 ,810000 
2019-08-09,광주,MF9-739,FUSE,48,2000 ,96000 
2019-12-30,광주,MF6-617,O-RING,15,46000 ,690000 
2019-03-23,광주,MF6-215,실리콘,28,150000 ,4200000 
2019-09-12,광주,MF3-539,작업용장갑,50,4000 ,200000 
2019-12-12,광주,MF4-239,AL TAPE,30,15000 ,450000 
2019-07-02,광주,MF6-122,CABLE TIE,27,10000 ,270000 
2019-08-20,광주,MF1-445,ELECTRIC TOOL,14,16000 ,224000 
2019-09-15,광주,MF4-717,면장갑,31,800 ,24800 
2019-12-19,광주,MF8-501,FLEXIBLE(전선관),19,57000 ,1083000 
2019-02-07,광주,MF4-165,GRIND STONE,42,240000 ,10080000 
2019-02-12,광주,MF9-447,공업용장갑,15,6500 ,97500 
2019-07-22,광주,MF4-940,면장갑(10set),27,8000 ,216000 
2019-03-29,광주,MF6-295,소모품,29,2200 ,63800 
2019-12-05,광주,MF9-806,스치로폴,50,30000 ,1500000 
2019-08-24,광주,MF9-624,의료품,30,2500000 ,75000000 
