별점(평점),리뷰내용,작성일자,공감횟수,비공감횟수
8,2탄을 안 만들면 너무 아까운... 하지만 배우들 몸값이 비싸서 해외시장 타격가능하게 포멧팅해야 겠네요. 그리고 그게 기회가 될수도....,2019.01.25 18:29,4,1
8,재밌어요~ 명절에 가볍게 웃으며 보기 딱이네요~,2019.01.25 18:21,4,1
8,관객들을 가르치려 드는 영화들이 질렸을 때 보면 좋은 영화. 쿠키도 없고 복잡한 내용도 없어서 깔끔하게 보고 나올 수 있다.,2019.01.25 17:14,4,1
8,소고기 먹으러 따라갈때 꿀잼보장,2019.01.24 15:33,4,1
8,부담없이보기좋은코미디영화,2019.01.24 06:49,4,1
8,평점 남기는건 처음이에요... 하도 남자친구가 고민없이 웃긴영화 보고싶대서 같이 봐줬는데 생각보다 재밋고 액션도 볼만해서 놀랐어요 ㅋㅋㅋ 배우들 연기에 그때그때의 개그도 잘 섞여있고 ㅋㅋㅋ 그냥 한 번 웃고픈 분들은...,2019.01.24 03:34,4,1
8,진선규 : 나 화교출신이야 ㅋㅋ,2019.01.24 01:13,4,1
7,재밌네요 빵 터지는 장면 도 있고,2019.02.06 16:03,0,1
7,류승룡 코드에 맞춘 영화,2019.02.06 15:27,0,1
7,코메디에 신파가 없어서 좋았지만 웃음포인트가 저랑 맞지는 않았습니다. 욕한다고 웃기는게 아닌데,2019.02.05 23:56,0,1
7,폭력 없는 영화가 보고싶다.,2019.02.05 23:16,0,1
7,그럭저럭 볼만함...,2019.02.05 21:20,0,1
7,재미는 있습니다~ 적당한 유희거리 정도...,2019.02.05 16:48,0,1
7,그냥 재밌어용 볼만함^-^,2019.02.04 22:00,0,1
7,가볍게 킬링타임용으로 괜찮은 영화인 것 같습니다.,2019.02.04 20:36,0,1
7,"재미있습니다.재미있습니다,",2019.02.04 20:08,0,1
7,하하호호.뻔한내용 그냥딱,2019.02.04 19:01,0,1
7,생각을 하면서 볼 영화가 아니라 편하게 봤는데도 영화상영동안 두번정도 웃었다..,2019.02.04 18:48,0,1
7,재밌긴한데 아쉬움도 많이남는 영화였습니다.,2019.02.04 15:31,0,1
7,잘 만들어진 코메디액션 한바탕,2019.02.04 08:56,0,1
7,진짜 딱 가족영화 ㅎㅎ .. 그이상도 이하도 아님,2019.02.03 20:22,0,1
7,나름볼만한햇다 정도리지,2019.02.02 21:13,0,1
7,내가이상한건가.  연기는엄청최고임주변에서하도웃기다해서기대하고봐서그런지난 보통 ...,2019.02.02 14:12,0,1
7,무난한 영화~ 쏘쏘하게 보기 좋네요,2019.02.01 23:03,0,1
7,억지로 웃길려는거 빼고 재밌었음. 베테랑 보는거 같았음,2019.01.30 22:16,0,1
7,중간에 좀 지루하고 중간중간 억지드립이 거슬리긴했지만 재미는있었어요 특히 마지막에 공명이 마약취해서 싸우는장면에서는 개터졌음 ㅋㅋㅋㅋ,2019.01.30 20:53,0,1
7,웃고 보는 킬링타임용 무비,2019.01.30 04:18,0,1
7,기대에는 못미쳤지만 솔직히 재미있는 영화,2019.01.29 01:48,0,1
7,스토리 좋고 재미있었다고 하네요우리 마누라께서,2019.01.28 15:53,0,1
7,억지스러울 법한 설정은 코미디 장르로서 자연스레 희석된다.  다만 개인적으로는 예고편을 안 보는게 나을 뻔 했다. 이병헌 감독 특유의 개그센스가 120% 녹아있다. 개인차에 따라 살짝 과하다 싶은 욕설과 유치함이 느...,2019.01.27 23:21,0,1
7,재미는 잇다 열자 채우기,2019.01.27 17:12,0,1
7,형사영화에서 애니메이션 냄새가 난다. 이병헌과 류승룡의 잔망스러움이 영화에 잔뜩 깔려있다.,2019.01.27 16:19,0,1
7,처음부터 끝까지 빵빵빵 은 아니지만볼만했다,2019.01.27 15:12,0,1
7,기대를 많이 하고 가서 그런가 중간중간 지루한 타임이 너무 많았음.. 류승룡 코믹연기는 정말 대박이다,2019.01.27 13:13,0,1
7,솔직히 유치함 예고편 보고 기대를 너무 많이함그저그런 킬링타임 대표적인 한국영화,2019.01.26 21:59,0,1
7,7점이상. 킬링타임용 이상.,2019.01.26 20:40,0,1
7,베테랑 코믹판임 뒷부분은 유치한데 유치한거 좋아함,2019.01.25 21:46,0,1
7,그냥 생각없이 계속 웃을수 있는 영화,2019.01.25 20:02,0,1
7,의도적으로 우끼려고 작정한 영화.재밌진 않지만 어의가없어 웃게되네요. 특히 테드장 오정세와 류승룡이 은근히 웃끼네요.빵터지고 다소 스토리는 탄탄치 않지만 어의없이 웃고싶으면 강추! 말모이처럼 자연에서 우러나와 웃기는...,2019.01.25 16:39,0,1
7,웃겨요 별생각없이보면 좋아요 말모이보다 재밌음지금까지 이런맛은 없었다 이것은 갈비인가 통닭인가 ~,2019.01.24 02:10,0,1
7,엄청 웃길줄예상하고봤는데 웃길만한포인트는예고편이 거의전부입니다. 그포인트제외하면 딱히웃길부분이없는듯,2019.01.23 22:18,0,1
7,소소하게 웃었다 빵터지는 재미는 아니었음,2019.01.23 14:15,0,1
7,지금까지 이런 영화는 없었다. 이것은 코믹물인가? 액션물인가? 치킨홍보물인가?,2020.06.27 22:52,1,2
7,여자친구랑 영화관에서 봤으면 더재밌었을텐데 ㅋ,2020.02.26 20:31,1,2
7,유쾌한 영화입니다. 가볍게 보면 좋은 영화라고 생각합니다.,2019.11.30 21:22,1,2
7,아니 그래서 통닭집은요?,2019.11.14 23:07,1,2
7,영화는 타이밍이다 ㅎㅎ,2019.09.28 18:06,1,2
7,유치할까봐 걱정했던 것보다는 생각보다 괜찮았다 재미있었다,2019.03.25 12:22,1,2
7,외화없어  마지못해 관람하게됨      뭡니까 이거?  외화는수입도안하고한국영화만  상영하고,2019.03.25 09:22,1,2
7,이 영화 주연이 신하균이랑 오정세 맞지?,2019.03.19 04:29,1,2
7,목숨걸고 장사하는 소상공인의 애환 ㅋㅋ,2019.03.17 21:01,1,2
7,자칫잘못하면 오그라들수있는 연기를 연기력으로 이긴영화 ㅎㅎ 부모님모시고 관람했는데 부모님도 아주 재밋으셨다고 ㅋㅋㅋ,2019.03.01 17:24,1,2
7,아주 배꼽잡고 웃는 정도로 기대하고 보면 실망할테지만 소소한 재미가 끊이질 않는 영화였습니다.,2019.03.01 09:22,1,2
7,생각없이 보기에 좋은 영화. 수준높은 코미디,2019.02.28 19:54,1,2
7,"웃고 싶지 않아도 웃게 만드는 영화라고 해서 보러갔으나, 그 정도는 아닙니다. 하지만 웃을 준비가 된 사람을 재밌게 볼 수 있는 듯.",2019.02.28 14:37,1,2
7,"예능프로그램에서 자주쓰는말이 아무말 대잔치라고 하죠말을 한후 다시 말을 붙이고 또다기 말을 붙이고 이영화 또한 그렇습니다 짜임세라곤 전혀 없는 영화죠,하지만 이영화는 코미디 장르이기에 오히려 코믹한 느낌이 더들게 합...",2019.02.28 12:18,1,2
7,재미있었지만 극찬할 정도는 아닌듯. 개봉 시기가 좋았다.,2019.02.28 00:38,1,2
7,완전 재밌게 보고 왔어요~~,2019.02.27 23:50,1,2
7,잼났어요..기대를 너무너무 했나봐요~,2019.02.27 13:03,1,2
7,생각보다 재미있어서 놀람.,2019.02.26 15:48,1,2
7,구우우우욷!! 재미있어서 또 보고 싶어융,2019.02.26 14:55,1,2
7,살짝 뻔해지려는 찰나에 한 번 더 비틀어 터트려주는 코믹ㅋ 액션씬 시원시원해서 더 재미있었어요.,2019.02.26 03:03,1,2
7,"한국영화의 식상함과 뻔한 스토리, 예고편만 봐도 영화99%본것과 같습니다. 그나마 약간의 코믹은 잘 살렸습니다. 한국영화 감독들 너무 자본주의에 젖어들어있네요! 반성하세요!",2019.02.24 00:01,1,2
7,가벼운웃음과유쾌함그리고즐거움,2019.02.17 07:46,1,2
7,초반에 웃겼는데 뒤로 갈수록 억지로 웃음유발하려는 대사들이 좀 아쉬웠어요... 극장 나오는길에 치킨 엄청 땡겼어요ㅋㅋ,2019.02.17 04:04,1,2
7,머가리 비우고 보기에 딱인 영화,2019.02.16 10:55,1,2
7,"웃음 코드를 위한 대사 하나하나가 좀 오그라들었지만... 유일하게 류승룡의 좀비는 웃겨서 인정!무난한, 가벼운 오락 영화로 보면 좋을듯!",2019.02.15 15:13,1,2
7,가족끼리보기좋아요! 추첨,2019.02.15 13:48,1,2
7,가볍고 재치있는 극한직업 이야기.,2019.02.14 19:45,1,2
7,적당하네요 추천드립니다,2019.02.14 02:53,1,2
7,"억지스럽지 않게 괜찮았던 리액션과 말장난의 코미디, 그리고 의외로 좋았던 액션 장면들.",2019.02.11 19:52,1,2
7,시작부터 끝까지 웃다가 끝나네요,2019.02.11 12:35,1,2
7,재밌다..오랜만에 웃음대박,2019.02.10 23:22,1,2
7,상당히 재밌는 코미디영홥니다,2019.02.09 12:24,1,2
7,"초반에 억지웃음 살짝 유치하고, 중간에 재미있다가, 후반부 살짝 지루. 대진운이 좋아서 이 정도 흥행하는 영화라고 생각함. 잘 웃는 분들은 강추. 짜임새 있는 영화 좋아하는 분들은 그냥 적당한 코미디 영화",2019.02.08 13:23,1,2
7,웃기긴 웃긴데  유치함  재미있는데 이게 천만영화인건 좀 신기하네,2019.02.06 17:24,1,2
7,아무생각없이 볼만한 한국식 코믹영화,2019.02.06 09:52,1,2
7,솔직히 개그빼면 조금의액션밖에없다개연성도떨어지고 우연에의지하는 전개지만개그하나는 제대로했으니 맘에들었다신파도없고!,2019.02.05 16:46,1,2
7,옛날 투캅스에서 조금업그레이드 된듯한 영화보는듯 했어요. 많이들 웃긴하시더라고요. 예전 개그영화들 안접해 보신 요즘세대들에겐 되려 신선할듯^^;; 큰아이는 너무 재밌었다하니..연기는 너무들 잘하셔서 집중해서 봤어요....,2019.02.05 09:02,1,2
7,기대가 커서 그런지 무난하고 재미나게 보긴했지만.. 이런 흥행파워까진.. 역시 영화도 운대가.. 무난한 가족영화~,2019.02.04 21:23,1,2
7,평점때문에 기대를 엄청해서 그런진 몰라도 내 기대보단 조금 떨어졌음. 그래도 어지간한 영화들보단 편하게 볼 수 있었고 재미도 있었음.,2019.02.03 11:16,1,2
7,예고편에 웃긴장면 다 나와서 ~ 좀,2019.02.02 14:19,1,2
7,음 9점대까지는 아닌거같아요 너무 기대를 했나 ㅠㅠ 그치만 멘트하나하나는 정말 이병헌감독님 스물영화때부터 센스터지고 재밌었어요 예고편 안보고 가는걸 추천해요!,2019.02.01 23:42,1,2
7,솔직히 9점대 평점은 아니잖아.  진짜 솔직히  7점 중후반대 영화임. 코믹은 나름 잘 살렸지만 어색한 연기들도 좀 보이고.,2019.02.01 10:24,1,2
7,높은 평점에 기대를 한 탓인지 생각보다는 기대에 못 미쳤지만 중간 중간에 피식 피식 웃음나는 부분들과 후반부에 경찰들이 때려눕힐 때 속시원하고 재밌었네요 배우들 연기가 좋았지만 초반 대사에서 조금만 천천히 또박또박 ...,2019.01.31 11:59,1,2
7,솔직히 대박 웃기진않다. 소소한 웃음이 몇군데 있는건 사실이다. 논리적이고 분석적으로 따지는 분들은 비추다. 그리고 기대를 넘 하지 말라,2019.01.29 21:51,1,2
7,그냥 아무생각 없이보는 킬링타임용예고편이 다였음 그리고 유치함,2019.01.25 23:22,1,2
7,세상에 이렁 맛은 없다 xx왕갈비치킨,2019.01.25 07:27,1,2
7,솔찍 리뷰 들어감....예고편에서 웃긴 포인트 나온게 다임....나머진 실소정도 그냥 그냥 볼만함,2019.01.24 04:29,1,2
7,예고만보고 기대안하고 가서 보고왔습니다예고가 다가 아니라면서요??  웃긴장면은 예고가 다드만요 그거말곤   중간중간멘트 툭 날리는 몇마디..  그거말곤 그렇게 웃긴지는 모르겟네요,2019.01.24 00:17,1,2
7,예고편이 전부... 는 아니고 그냥 그래요,2019.01.23 18:27,1,2
7,훌륭한 코미디 영화인 것은 틀림없습니다. 다만 제가 극장에서 본게 안타까울뿐입니다.,2019.03.19 17:52,2,3
7,영화내용에 비해 평점이 많이 높긴하네.. 그래도 많이 웃을수 있었던 영화,2019.03.17 12:39,2,3
7,우리는 목숨 걸고 산다.,2019.03.17 11:16,2,3
7,목포는 항구다 정도의 영화,2019.03.15 22:27,2,3
7,"웃자고 만든 영화, 웃기면 장 땡!",2019.03.15 02:59,2,3
7,후반엔 너무 편하게 간 감이 있지만 초중반까지 정말 재밌었다. 이병헌이 참 대사는 잼나게 잘 써...,2019.03.15 02:57,2,3
7,1234567890,2019.02.19 23:39,2,3
7,1.지루함이 없음2.전개가 빠름.3.웃김4.애들이랑은 왠만하면 금지.(욕이살벌함.)5.극장 빠져나오면 남는건 없음.,2019.02.17 07:43,2,3
7,사람 웃긴다는게 쉬운 일은 아닌데 ...애썼다.,2019.02.16 10:32,2,3
7,초반부에 좀 억지스러움이 있었지만 후반부로 갈수록 자연스러운 전개에 즐거움까지있어서 나름 재미있게본영화,2019.02.12 22:28,2,3
7,아무생각 없이 보기에 딱인 영화,2019.02.12 13:29,2,3
7,너무 기대를 하고봐서 그런지엄청 빅재미는 아닌듯..범죄도시보다는 재미없네요,2019.02.11 10:39,2,3
7,재미는 있었는데 뒤에서 방청객 알바수준으로 너무 오버해서 웃어대는바람에 재미가 오히려반감되었음,2019.02.08 23:56,2,3
7,오랜만에 나온 볼만한 코미디 영화. 심신이 지친 관객이 보면 웃고 떠들다 갈 수 있다. 하지만 명작 영화들이 가지는 다양한 가치는 이 영화에 없다. 그냥 B급 킬링타임 코미디 영화. 우울한 시대가 만든 천만 영화.,2019.02.08 00:21,2,3
7,부모님 모시고 가서 재밌게 잘 봤습니다 ㅋㅋ,2019.02.06 20:13,2,3
7,웃긴부분도 많은건 사실인데 장면하나하나마다 억지 드립을넣어서 중반부터 잠왔음,2019.02.06 02:26,2,3
7,생각없이 시간날리고 싶으면 보셈. 그냥 소소하게 웃김,2019.02.05 21:43,2,3
7,재미는 있는데 너무 과대평가된듯,2019.02.03 17:20,2,3
7,그렇게 웃기진.않았음남는 장면이나 감동도 없구그냥 몇 분마다 웃긴 대사 와 헛웃음치게 하는 장면쿵푸허슬같은 영화는 못만드나,2019.02.03 04:14,2,3
7,유머코드 안 맞는게 더 많아서 아쉽 ... 그래도 유쾌하게 볼수 있어서 좋았던거 같네요,2019.02.02 16:42,2,3
7,볼 영화가 없으니 애가 일등이군.,2019.02.02 08:52,2,3
7,ㅈㄴ 웃다가 돌아오다ㅋㅋㅋ 살아난 류승룡 의외 코미디 적격배우 진선규  이젠 배우로 보이는 이하늬  어디에서나 녹아나는 이동휘  시작부터 끝까지 웃음으로 몰아친다,2019.02.01 03:58,2,3
7,한마디로 즐겁고 유쾌한 영화이다. 큰 소리로 영화관에서 껄껄거리며 웃었다.,2019.01.31 23:07,2,3
7,영화 스토리의 체계성과 개연성을 중점으로 보시는 분들에게는 매우 억지스럽고 과장된 내용으로 불편하시겠지만 그냥 영화는 영화라고 생각하고 가볍게 보신다면 정말 재밌고 웃으며 관람할 수 있는 영화예요.,2019.01.28 19:39,2,3
7,어린이가 입장 가능한건 이해가 안가네요.영화 자체는 라이트하게 볼만했어요. 배우들 연기에 박수를~,2019.01.28 00:47,2,3
7,잼있습니다 볼만합니다,2019.01.27 12:34,2,3
7,",영화가 9점대 영화는 아닌거같아요 7점정도가 적당하다고 생각합니다",2019.01.25 11:32,2,3
7,교훈은 딱히 없지만 조화롭게 풀어나가는 스토리! 빵빵 터질 정도로 재밌는 유머 b 아무 생각 없이 보면 더 좋은 영화,2020.01.29 00:40,3,4
7,재미있게 본 영화,2020.01.14 10:45,3,4
7,한국영화 치고는 잘 만든 코미디 상업영화. 그 이상 그 이하도 아니다.,2019.08.07 01:02,3,4
7,리뷰를 몇개월이 지나서 써요 솔직히 재미있고 웃긴데 내용은 증인이 더 뜻깊었어요 삭막하다보니 요리영화로 나온모양인데 .... 너무 상품 홍보하는 느낌도있어서 그다지....,2019.08.03 13:49,3,4
7,진선규 때문에 7점 줬어요,2019.07.26 19:04,3,4
7,"세련되거나, 짜임새가 있다는 느낌이 드는 것은 아니다. 하지만 뚝심이 느껴진다. 이 영화가 흥행했다는 사실이 관객들이 신파에 지쳐버렸다는 증거",2019.03.01 02:43,3,4
7,류승룡 드디어 심폐소생술 성공!,2019.02.13 16:04,3,4
7,웃으면서 봤어요~!!,2019.02.13 12:03,3,4
7,오락성에 충실한 영화 멋진 액션과 좋은 연기와 비급감성의 트렌디한 연출이 한상 가득 배부른.,2019.02.12 01:29,3,4
7,볼 거 없어서 어쩔 수 없이 이거 봤는데 기대 안 한 것 치곤 재밌었음. 약간 타이밍 잘 맞춰서 개봉한 듯.,2019.02.09 01:59,3,4
7,이게 코미디인지 액션인지 초반에는 코미디처럼 가는듯 했으나 신하균의 부하를 향한 칼질과 액션장면은 거의 스릴러수준이었다. 대체적으로 만족은 하였으나 차라리 액션장면들도 코미디쪽에 가까웠으면 분위기가 다운되지 않았을 ...,2019.02.08 23:07,3,4
7,마지막 한방이 전체를 살렸네.... 마지막 울면서 영화봄,2019.02.01 16:22,3,4
7,그냥저냥  시간 때우기용,2019.01.29 17:11,3,4
7,그냥 그럭저럭 볼만하다. 미리 알았으면 안갔다. 소문만큼은 아니네.,2019.02.15 11:10,4,5
7,상영이 끝날때까지 지루함없이 큰웃음을 선사한 코미디 영화,2019.02.13 16:24,4,5
7,재미있지만 9점대는 아닙니다.,2019.02.12 15:28,4,5
7,"평이 좋아서 기대하고봤는데 유치하고 연출도 세련되지 못한 그냥 딱 평작, 감독의 전작 스물보다 못하다",2019.02.01 07:49,5,6
7,신하균씨 요새 나쁜놈두목역만 하시네 ㅜㅜ 한국의 크리스토퍼왈츠!,2019.04.10 19:22,0,2
7,마음 편히 즐겁게 웃는 영화,2019.03.14 16:44,0,2
7,상당히 유쾌하고 재기발랄한 전개를 가진 수사극. 가끔씩 폭소를 유발하는 엉뚱하면서 코믹한 장면들이 인상적임.,2019.03.14 00:31,0,2
7,B+이상의 훌륭한 코미디 영화입니다,2019.03.10 22:41,0,2
7,가볍게 웃으며 볼수있어 좋았습니다.,2019.03.03 00:57,0,2
7,기대보다는 쏘쏘.. 그래도 영화값은 해요.,2019.03.02 00:25,0,2
7,많이 웃긴가..나중에 방송에서 틀어주겠지 ? ㅎㅎ,2019.02.28 15:58,0,2
7,저랑 개그코드가 안 맞는거 같아요... 하지만 영화 자체가 관객들에게 웃음을 줄려고 많은 부분을 준비해준거 같습니다.극한직업 감독님 그리고 배우 모두 고생많으셨어요ㅎㅎ,2019.02.25 18:08,0,2
7,기대 안하고 보면 코미디영화로 최고임 ㅋㅋㅋ,2019.02.22 22:16,0,2
7,마지막에 빵터졌어요 ㅋㅋㅋ,2019.02.22 15:35,0,2
7,기대한것보다는 재미있진않았지만 볼만했어요.,2019.02.17 06:59,0,2
7,재미있었습니다 괜찮은 영화,2019.02.17 00:22,0,2
7,굿굿 부모님이랑 봐도 굿굿,2019.02.11 09:46,0,2
7,가족께리 함께 웃고 즐기기에 정말 좋은영화,2019.02.08 20:34,0,2
7,옆에서는 다들 많이 웃더만.... 난 웃음이 메말랐나봐... ㅠㅠ,2019.02.07 15:46,0,2
7,"볼 만 했지만, 기대만큼 빵빵 터지진 않았다 각자의 유머 코드에 따라 다를것 같음.",2019.02.07 12:40,0,2
7,광고효과가 큰거같아요..,2019.02.07 08:42,0,2
7,재밌었어욤 치킨 먹고 보면 최고일 영화. 먹기 전이면 끝나고 치킨 먹을 수밖에 없는 영화. 치킨으로 시작해 치킨으로 끝나는 치킨 영화 수원왕갈비통닭 진짜로 있는건가요?수원의 왕갈비도 치킨도 둘다 먹고싶어지는 영화. ...,2019.02.06 01:49,0,2
7,재밌다 킬링타임용으로 보기 좋음,2019.02.05 21:14,0,2
7,진짜 솔직히 말해서 신하균씨 나오기전까지는 재미있었는데 나오고 나서 억지 웃음 코드였음,2019.02.04 22:12,0,2
7,초반엔 재밌지만.. 베테랑과 넘흡사..,2019.02.04 18:11,0,2
7,기대한거만큼은 아니지만 재밌네요,2019.02.04 10:04,0,2
7,솔직히 7점 이상은 주기 어렵다. 중간중간 재밋는 포인트는 있는데 너무 웃기려고만 하는게 너무 아쉽다. 간혹가다 웃기는건 정말 좋은데 막 일부러 웃기려고 하는 느낌?이 강하다. 개인적으론 재미 없는건 아니지만 딱 7...,2019.02.03 00:21,0,2
7,마약반은 범인들을 감시한다 치킨집에서 감시를 하다 치킨집을 팔아버린다는 주인 좋은 감시처라 그곳을 인수 신분을 숨기기 위해 장사를하고 맛집으로 소문나고 마약상은 전국적으로 치킨을 이용해 마약을 판다 컴플레인 조사하다...,2019.02.02 20:24,0,2
7,마지막 씬 5:50 이기는클리셰 때문에 3점 깎여 7점,2019.01.29 19:06,0,2
7,장르에 충실하다 오랜만에 웃었다 ^^ 최근 한국 영화들 다 꺼지라 그래!,2019.01.26 23:31,0,2
7,송배우 첨 봤는데 한석규와 박성웅 두 배우가 느껴졌어요. 자주 봤으면 좋겠네요. 영화는 가볍게 웃기 좋습니다. 예고편을 안봤다면 더 재밌을거고..커플영화로 추천합니다,2019.01.24 18:07,0,2
7,"웃기긴 한데.... 스토리가 뻔하고, 세련되지 못하다.가족과 즐기기 쉬운 오락영화 정도",2020.02.21 05:16,1,3
7,튀가라. 뽀뽀 할 때 바싹바싹 하구로.,2019.03.18 21:08,1,3
7,올 만에 잼나는 한국영화를 본듯,2019.03.18 12:41,1,3
7,재밌다. 이하늬 예쁘다. 재밌는데 유치. 훌륭한 킬타용.,2019.03.16 22:17,1,3
7,남는  건  수원왕갈비통닭  뿐 이것은 영화인가  cf인가,2019.03.16 17:11,1,3
7,다 너무 좋았는데 막컷에서 좀 별로,2019.03.16 16:22,1,3
7,지루함없이 잘봤는데 너무 뛰어준 영화같아요..,2019.03.16 00:15,1,3
7,그렇게 막  재밌고 그러진 않았는데.... 20대들은 좋아하겠으,2019.03.15 11:50,1,3
7,영화 재미있게 잘봤습니다~,2019.03.15 09:42,1,3
7,끝까지 웃음을 주고 내용적으로도 괜찮은 듯 합니다,2019.03.04 13:45,1,3
7,다들 연기를 너무 잘해서 재밌게 봤습니다. 중간에 약간 흐름이 끊기는 부분이 있었지만 대체적으로 부담없이 즐길 수 있는 영화였습니다,2019.03.04 10:04,1,3
7,기대보단 다소부족한 느낌!...그래도 재미는 있었습니다,2019.02.23 13:12,1,3
7,킬링타임으로 좋은 영화. 개콘 보다는 재밌어서 7점,2019.02.16 23:34,1,3
7,재미있다는 후기가 많아서 가족들과 같이 봤는데 기대를 너무 많이 했나봐요..,2019.02.15 10:55,1,3
7,먼저 관람한 사람의 호평에 기대치가 높아서그런지 상대적으로 그닥?,2019.02.15 10:32,1,3
7,지금까지 이런 후기는 없었다 안봐도 웃김,2019.02.14 21:23,1,3
7,잘 짜여진 코미디 영화의 정석.,2019.02.11 19:36,1,3
7,웃음 코드가 맞아야 재미있는듯 ㅠㅠ 전 막 기대만큼은 아니었어요 천만까지 갈 영화인가..? 딱 킬링타임용 같은데.. 돈은 아깝지 않아요,2019.02.07 09:35,1,3
7,그냥 킬링타임용. 기대하고 볼만하진 않습니다,2019.02.06 16:07,1,3
7,초반에는 치킨 광고의 연장선인것 같았고 중반에 지루하다가 막판되면서 지루함에서 약간벗어나는 영화였습니다.,2019.02.06 15:58,1,3
7,유치하게 웃껴서 좀 실망평점 보고 깜놀!,2019.02.06 00:02,1,3
7,평점 엄청 높아서 기대하고 갔는데 그 정도는 아닌거 같아요. 사람마다 확실히 느끼는게 다른가봐요.,2019.02.03 13:41,1,3
7,재밌게 웃을 수 있어서 좋았지만 전형적인 한국 영화 느낌.특히 마지막에 한명씩 소개할 때 오글거렸음.,2019.02.03 01:06,1,3
7,너무 기대하고 갔나봐요 재밌긴 한대 먼가 살짝 부족한 한방 뻥 터지는게 없네요,2019.01.29 23:10,1,3
7,별로임 예고편이 전부 그렇게웃기지도않고,2019.01.29 13:19,1,3
7,간결하고 우직한 영화라고 생각합니다.,2020.01.19 18:53,2,4
7,앞으로도 계속 보고 싶은 감독!,2019.03.29 03:17,2,4
7,눈살찌푸림 없이  볼 수 있는 균형잡힌 재미,2019.03.24 17:35,2,4
7,메인 요리 먹기 전 맛본 에피타이저들이 적당히 맛있고 깔끔했다.,2019.03.20 22:37,2,4
7,■ 황당한 상황들과 캐릭터들의 웃음 폭탄~ 킬링타임용으로 재밌음~ ■ 박푱시기는 밥은 먹고 다니냐? ㅋㅋㅋ,2019.03.15 14:50,2,4
7,소고기회식 류승룡 말없이 뒤따라가는거 제일 웃기고 그다음부터는 쏘쏘,2019.02.07 09:53,2,4
7,그냥 뻔한 한국영화임 킬링 타임용으로는 좋은듯..,2019.02.02 21:27,2,4
7,기대만큼은 아니었어요,2019.02.01 22:45,2,4
7,오늘 조조로 보고 왔습니다.재밌었지만 막 엄청 빵 터질 정도는 아니네요 ㅎㅎ투캅스가 생각나는 영화였습니다 ㅎㅎ,2019.01.23 10:49,2,4
7,"재미있구요. 유쾌합니다. 다만, 철학을 조금 담았으면해요. 풍조도 좋구요. 드라마가 아니라 영화니까요.",2019.11.19 14:31,3,5
7,류승룡 파트 말고는 한번도 안웃었다,2019.02.01 09:22,3,5
7,"볼만했던건 맞는데, 이  영화를 평점 9점대를 주는건 말도 안되지~ 얼마나 볼만한게 없음 그럴까 싶기도하고,그냥 킬링타임 이상도 이하도 아닌 영화.",2019.01.31 18:55,3,5
7,아쉬운 점이 있었지만 한국 코미디 중에서는 최고라고 생각한다,2019.09.08 13:48,10,12
7,영화에 대해 잘 모르는 사람이 단순 재미도만으로 주는 평점입니다,2021.09.03 18:19,0,3
7,코미디 영화 역할 제대로.,2019.05.13 17:53,0,3
7,지루하지않아서 7점 줍니다^^,2019.03.19 21:20,0,3
7,"오바스럽고 유치하지만 참 많이 웃었다. '창식아' 영어이름 '테드창' 뒤늦게 이해하고. 마지막 키스씬에 '쏴' 한 마디에도 웃어버렸다. '스물', '바...",2019.03.17 16:16,0,3
7,류승룡 개그코드는 정말 최고다. 거의 완성형인듯. 난 염력도 재미있게 봤었음.,2019.03.15 00:25,0,3
7,영화 중반부터 끝날때까지 쉴틈없이 웃었다.촘촘한 대본과 대사가 만들어낸 유머가 아주 매끄러웠던 영화!,2019.02.22 22:43,0,3
7,분명히 진지해야하는데 이상하게 웃긴 영화.,2019.02.21 22:09,0,3
7,한국식 코메디 부담없이 보기 좋네요.,2019.02.17 15:14,0,3
7,사실 엄청 기대해서 가기는 했는데 그렇게 까지 웃기진 않았어요. 그래도 재미있게 봤어요,2019.02.07 10:14,0,3
7,재밌게 봤어요. 끝은 좀 허무한 맛도 있네요. 그래도 코미디 영화로써는 매우 훌륭한거 같아요,2019.02.06 16:19,0,3
7,크크크ㅋㅋㅋ카카카카에서 크크크ㅋㅋㅋ카카카카로,2019.02.06 02:32,0,3
7,적당히 웃고 즐길 수 있는 영화.쓸데없는 감성팔이와 눈물짜내기 전혀 없고 끝까지 웃기려는 시도에만 몰두한게 훌륭하다.개그포인트는 사람마다 다르니 단정할수없지만 나는 재미있었음.,2019.02.06 02:27,0,3
7,"전형적인 한국 코메디, 정석의 개그 코드, 억지 스럽긴 하지만 두번 정도 예상 못했다.",2019.01.31 10:27,0,3
7,시나리오는 쓰레기 of 쓰레기다. 초반 대사나 연기연출도 너무 직접적이고 유치하다. 그러나 배우들 합이 중반부 후반부를 달릴수록 빛난다. 캐릭터 설정도 그 자체만 놓고보면 유머있다.. 쓰레기같은 네러티브를 배우들의 ...,2019.03.16 00:43,1,4
7,장르에충실한 재밌는 코미디영화,2019.03.15 00:51,1,4
7,재미는 있습니다. ㅎㅎ,2019.02.22 00:21,1,4
7,보고 많이 웃었습니다.,2019.02.21 20:30,1,4
7,한국이 잘 만드는 영화는 코미디 영화  추천합니다,2019.02.12 00:21,1,4
7,B급영화? 거품이잇음,2019.01.31 04:57,1,4
7,신파 없이 웃겨 좋다. 막판 영웅본색 패러디가 최고..,2019.01.30 01:44,1,4
